artist_id,genre
"""74ASZWbe4lXaubB36ztrGX""","""folk rock"""
"""74ASZWbe4lXaubB36ztrGX""","""folk-pop"""
"""74ASZWbe4lXaubB36ztrGX""","""mellow gold"""
"""74ASZWbe4lXaubB36ztrGX""","""rock"""
"""74ASZWbe4lXaubB36ztrGX""","""roots rock"""
"""74ASZWbe4lXaubB36ztrGX""","""singer-songwriter"""
"""1wCc2Wgga1H8C7u57pcqYk""","""brill building pop"""
"""1wCc2Wgga1H8C7u57pcqYk""","""british blues"""
"""1wCc2Wgga1H8C7u57pcqYk""","""british invasion"""
"""1wCc2Wgga1H8C7u57pcqYk""","""bubblegum pop"""
"""1wCc2Wgga1H8C7u57pcqYk""","""merseybeat"""
"""1wCc2Wgga1H8C7u57pcqYk""","""rock-and-roll"""
"""3UmBeGyNwr4iDWi1vTxWi8""","""adult standards"""
"""3UmBeGyNwr4iDWi1vTxWi8""","""brill building pop"""
"""3UmBeGyNwr4iDWi1vTxWi8""","""british blues"""
"""3UmBeGyNwr4iDWi1vTxWi8""","""british invasion"""
"""3UmBeGyNwr4iDWi1vTxWi8""","""bubblegum pop"""
"""3UmBeGyNwr4iDWi1vTxWi8""","""christmas"""
"""3UmBeGyNwr4iDWi1vTxWi8""","""classic rock"""
"""3UmBeGyNwr4iDWi1vTxWi8""","""folk rock"""
"""3UmBeGyNwr4iDWi1vTxWi8""","""merseybeat"""
"""3UmBeGyNwr4iDWi1vTxWi8""","""rock-and-roll"""
"""3UmBeGyNwr4iDWi1vTxWi8""","""rockabilly"""
"""4b0WsB47XCa9F83BmwQ7WX""","""adult standards"""
"""4b0WsB47XCa9F83BmwQ7WX""","""brill building pop"""
"""4b0WsB47XCa9F83BmwQ7WX""","""bubblegum pop"""
"""4b0WsB47XCa9F83BmwQ7WX""","""christmas"""
"""4b0WsB47XCa9F83BmwQ7WX""","""folk rock"""
"""4b0WsB47XCa9F83BmwQ7WX""","""mellow gold"""
"""4b0WsB47XCa9F83BmwQ7WX""","""motown"""
"""4b0WsB47XCa9F83BmwQ7WX""","""rock-and-roll"""
"""4b0WsB47XCa9F83BmwQ7WX""","""rockabilly"""
"""3TiISqKS6ESlMQ4WFfZJw2""","""adult standards"""
"""3TiISqKS6ESlMQ4WFfZJw2""","""brill building pop"""
"""3TiISqKS6ESlMQ4WFfZJw2""","""bubblegum pop"""
"""3TiISqKS6ESlMQ4WFfZJw2""","""folk rock"""
"""3TiISqKS6ESlMQ4WFfZJw2""","""mellow gold"""
"""3TiISqKS6ESlMQ4WFfZJw2""","""merseybeat"""
"""3TiISqKS6ESlMQ4WFfZJw2""","""rock-and-roll"""
"""3TiISqKS6ESlMQ4WFfZJw2""","""rockabilly"""
"""3TiISqKS6ESlMQ4WFfZJw2""","""soft rock"""
"""48YxSlb23RAaCd4RyHcV9V""","""adult standards"""
"""48YxSlb23RAaCd4RyHcV9V""","""brill building pop"""
"""48YxSlb23RAaCd4RyHcV9V""","""british blues"""
"""48YxSlb23RAaCd4RyHcV9V""","""british invasion"""
"""48YxSlb23RAaCd4RyHcV9V""","""bubblegum pop"""
"""48YxSlb23RAaCd4RyHcV9V""","""christmas"""
"""48YxSlb23RAaCd4RyHcV9V""","""classic rock"""
"""48YxSlb23RAaCd4RyHcV9V""","""folk"""
"""48YxSlb23RAaCd4RyHcV9V""","""folk rock"""
"""48YxSlb23RAaCd4RyHcV9V""","""mellow gold"""
"""48YxSlb23RAaCd4RyHcV9V""","""merseybeat"""
"""48YxSlb23RAaCd4RyHcV9V""","""rock-and-roll"""
"""48YxSlb23RAaCd4RyHcV9V""","""rockabilly"""
"""48YxSlb23RAaCd4RyHcV9V""","""soft rock"""
"""0YJh7LL1SsLgWfSXjIFbfg""","""ballroom"""
"""0YJh7LL1SsLgWfSXjIFbfg""","""easy listening"""
"""2lxX1ivRYp26soIavdG9bX""","""album rock"""
"""2lxX1ivRYp26soIavdG9bX""","""art rock"""
"""2lxX1ivRYp26soIavdG9bX""","""blues"""
"""2lxX1ivRYp26soIavdG9bX""","""blues-rock"""
"""2lxX1ivRYp26soIavdG9bX""","""british blues"""
"""2lxX1ivRYp26soIavdG9bX""","""british invasion"""
